Fonte;OFFCod;OFFEscopo;SomaDeHorasApontadas;Andrea_DEPARTAMENTO.Descricao;QuantidadePedida;TipodeProduto;PRODUTOS.Codigo;Produto.Nome;ITENS.Codigo;ITENS.Descricao;Poder Linear;Poder Z;Capacidade(TSS/D);Cap Normal Linear;Cap Normal Z;Evaporacao(T/H);Evap Normal Linear;Evap Normal Z
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;382,4;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1681;TUBULAÌàÌÄO DE AR DE SELAGEM;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;388,55;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1129;COLETOR DO EVAPORADOR;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;388,8;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1663;TUBULAÌàÌÄO DE VAPOR DE BAIXA PRESSÌÄO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;476,3;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1122;TUBOS DA FORNALHA;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;57;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1121;COLETOR DA FORNALHA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;1,5;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1601;TUBULAÌàÌÄO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1832;FUNDACAO DOS EQUIPAMENTOS;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1626;TUBULAÌàÌÄO DE GÌS COMBUSTÌVEL;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;2,2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;TUBOS DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;2,5;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1440;DESAERADOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;3;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1663;TUBULAÌàÌÄO DE VAPOR DE BAIXA PRESSÌÄO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;4,5;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1281;DUTO DE AR (INCLUI JUNTA EXPANSAO, DAMPE;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;5;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1841;CHAMINE DA CALDEIRA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;5,5;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1821;PISO, GRADE;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;5,5;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1124;LINK PIPE DA FORNALHA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;6,2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1127;PECAS DE FIXACAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;12,9;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1214;IGNITOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;12,9;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1133;DESSUPERAQUECEDOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;13,2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1151;COLETORES DO ECO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;13,7;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1122;TUBOS DA FORNALHA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;13,7;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1750;ELÌäTRICA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;15,3;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1692;TUBULAÌàÌÄO DE DRENO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;16;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1134;LINK PIPE DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;19,2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1700;MATERIAIS DE MONTAGEM;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;21,2;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1631;TUBULAÌàÌÄO DE VAPOR PRINCIPAL;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;21,47;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1163;SUPORTES DA BASE;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;21,8;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1131;COLETOR DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;37,4;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;TUBOS DO BANK;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;63,39;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1111;TUBULAO DE VAPOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;75,14;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1443;CONDENSADOR DO DESAERADOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;112;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1444;PLATAFORMA PARA OPERACAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;138,9;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1431;AQUECEDOR PRIMARIO DE BAIXA PRESSAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;155,24;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1113;TUBULAO DE AGUA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;182,6;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1434;AQUECEDOR PRIMARIO DE ALTA PRESSAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;201,28;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1441;TORRE DE DESAERACAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;206,65;TRACAGEM;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1442;TANQUE DE ARMAZENAMENTO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);6;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;1977;QUALIFICACAO DE PROCEDIMENTOS E SOLDADORES;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);9,1;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2108;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);30,7;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2102;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);37,77;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2107;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);43,8;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2109;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);46,2;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2104;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);49,69;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2106;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);58,76;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2111;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);82,1;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2110;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);84,7;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2105;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);85,2;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2103;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);108,2;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2100;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);146,83;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2112;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;1;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;1921;FERRAMENTAS;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;25,4;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2108;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;43,5;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2101;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;58;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2107;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;76,3;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2104;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;105;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2102;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;120,7;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2106;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);2,1;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2102;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);3;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2101;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);3,26;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;1977;QUALIFICACAO DE PROCEDIMENTOS E SOLDADORES;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);5;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2106;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);6,63;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2108;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);11;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2149;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);12,5;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2103;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);17,2;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2128;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);19,1;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2114;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);19,1;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2100;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);24;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2126;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);24,63;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2110;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);27,13;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2115;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);37,46;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2119;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);43,02;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2112;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);44,03;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2107;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);49,6;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2150;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);54,56;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2121;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);56,83;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2145;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);58,49;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2124;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);60,76;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2111;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);61,43;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2125;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);66,32;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2120;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);66,38;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2118;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);70,29;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2136;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);73,06;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2127;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);74,59;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2105;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);80,18;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2138;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);82,38;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2113;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);84,82;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2109;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);84,98;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2123;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);85,75;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2146;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);93,56;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2141;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);95,71;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2148;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);98,8;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2133;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);101,61;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2122;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);107,82;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2147;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);108,77;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2117;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);109,62;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2134;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);110,92;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2140;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);115,2;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2116;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);129,12;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2131;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);129,59;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2144;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);135,3;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2132;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);139,22;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2130;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);152,65;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2135;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);209,4;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2137;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);230,67;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2142;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);248,31;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2143;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);386,7;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2129;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);413,27;TRACAGEM;1;Trocador de Calor;21;TROCADOR DE CALOR;2139;T/C;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;6;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2202;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;21,8;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2211;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;26,8;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2209;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;45,1;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;1977;QUALIFICACAO DE PROCEDIMENTOS E SOLDADORES;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;70,96;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;1921;FERRAMENTAS;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;78,57;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2226;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;99,58;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2203;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;109,46;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2204;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;210;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2201;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;349,14;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2208;EQP;;;;;;;;
OffHistorico;220284;VASOS DE PRESS+O E TORRES - OBRA 0-4570 - MODERNIZAÌÄ+O DA REDUC - COQUE;553,11;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2214;EQP;;;;;;;;
OffHistorico;220326;VASOS DE PRESS+O - PROJETO REPLAN/PROPENO;5,1;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2201;EQP;;;;;;;;
OffHistorico;220326;VASOS DE PRESS+O - PROJETO REPLAN/PROPENO;10,1;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;1977;QUALIFICACAO DE PROCEDIMENTOS E SOLDADORES;;;;;;;;
OffHistorico;220326;VASOS DE PRESS+O - PROJETO REPLAN/PROPENO;23,4;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2202;EQP;;;;;;;;
OffHistorico;220326;VASOS DE PRESS+O - PROJETO REPLAN/PROPENO;49,8;TRACAGEM;1;Vasos;22;REATOR, VASO E TORRE;2204;EQP;;;;;;;;
